fold,pr_auc,roc_auc,positive_rate,pr_auc_no_skill,pr_auc_lift
fold_1_2020-12-25,0.16556660175111046,0.805921642460104,0.00964630225080386,0.00964630225080386,17.163737714865118
fold_2_2021-06-25,0.16605622891699703,0.8537238391105297,0.01701657458563536,0.01701657458563536,9.758499166875476
fold_3_2021-12-25,0.1783483628410171,0.7986228906730999,0.016910420475319928,0.016910420475319928,10.546654537733659
fold_4_2022-06-25,0.3096782758925599,0.8529252437703141,0.018360486164985777,0.018360486164985777,16.866561871500412
