fold,rule,note,pr_auc,roc_auc,positive_rate,pr_auc_no_skill,pr_auc_lift
fold_1_2020-07-22,absolute,,0.40443510737628385,0.9178867740361152,0.008708272859216255,0.008708272859216255,46.442631497043266
fold_2_2021-01-22,absolute,,0.428788650876009,0.9515353598014888,0.03818615751789976,0.03818615751789976,11.228902794815484
fold_3_2021-07-22,absolute,,0.2534325480791837,0.7891107078039927,0.008992805755395683,0.008992805755395683,28.181699346405228
fold_4_2022-01-22,absolute,,0.20594704009340722,0.822156862745098,0.057736720554272515,0.057736720554272515,3.5670027344178132
fold_1_2020-07-22,relative,,0.05360793053100746,0.8580291970802919,0.005805515239477504,0.005805515239477504,9.233966033966034
fold_2_2021-01-22,relative,,0.2147554256362996,0.8336633663366336,0.03579952267303103,0.03579952267303103,5.998834889440635
fold_3_2021-07-22,relative,,0.26754661516505335,0.8222373188405797,0.007194244604316547,0.007194244604316547,37.18897950794241
fold_4_2022-01-22,relative,,0.2708854193996253,0.8365620865620864,0.06004618937644342,0.06004618937644342,4.511284100001452
