hive_id,measurement_date,end_of_day_weight_kg,removed_kg,weight_before_kg,weight_after_7d_kg,month
96,2022-07-26,36.12158125,10.5066631944444,46.6282444444444,35.9164618055556,7
96,2022-08-09,33.6203243055556,5.409841666666601,39.0301659722222,28.0889545138889,8
96,2022-08-10,29.2619430555556,4.358381249999997,33.6203243055556,28.0822888888889,8
96,2022-08-23,23.6755607638889,4.368840625000001,28.0444013888889,20.76955625,8
96,2022-10-02,15.3717788194444,5.6111038194445,20.9828826388889,7.47459513888889,10
96,2022-10-03,7.51745763888889,7.85432118055551,15.3717788194444,7.48506736111111,10
98,2020-10-07,24.6818488549618,8.572904617260399,33.2547534722222,25.3955496527778,10
98,2020-10-18,24.5011243055556,10.134228758511298,34.6353530640669,23.9430967292971,10
98,2020-11-19,23.4918770833333,3.5306500000000014,27.0225270833333,16.9751866998578,11
98,2020-11-23,22.3151868055556,3.1500822916665996,25.4652690972222,15.2757746527778,11
98,2020-11-24,16.6185138985407,5.6966729070149,22.3151868055556,17.2473634468381,11
100,2021-07-24,28.3870496117343,6.922227143156402,35.3092767548907,28.8137263397948,7
101,2020-07-08,44.7165443126308,7.459999062011697,52.1765433746425,44.2743607815771,7
101,2020-07-29,38.5193896648045,4.8292447625698,43.3486344273743,30.6775715789474,7
101,2020-07-30,31.2204672245467,7.298922440257801,38.5193896648045,30.5716157601116,7
101,2021-07-24,55.4766515726375,12.1226026226039,67.5992541952414,43.5214081062194,7
101,2021-07-25,45.1897280393535,10.286923533284003,55.4766515726375,43.4351039325843,7
101,2022-04-13,41.8723096910112,10.807088900538098,52.6793985915493,43.5629335443038,4
101,2022-07-16,50.9552144856543,7.482084605890101,58.4372990915444,41.724827972028,7
101,2022-07-17,41.834560539752,9.120653945902305,50.9552144856543,41.3239000698812,7
107,2021-07-19,42.7555993055556,10.953601736111104,53.7092010416667,27.2821520833333,7
107,2021-07-20,20.2689480836237,22.486651221931897,42.7555993055556,26.5348065972222,7
108,2021-07-25,39.4089270833333,10.058344791666698,49.467271875,38.0762546907575,7
